concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords,unc_exp_mean_logprobs,unc_exp_mean_logprobs_no_stopwords,unc_Inv_PPL,unc_Inv_entropy,unc_Inv_PPL_no_stopwords,unc_Inv_entropy_no_stopwords,unc_Inv_entropy_normalized,unc_seq_len,unc_Inv_entropy_normalized_no_stopwords,unc_seq_len_no_stopwords,unc_Inv_entropy_normalized_v2,unc_Inv_entropy_normalized_v2_no_stopwords
Elon Musk has a significant presence on social media.,Elon Musk,0.999690683948077,0.0,1.0,0.999690683948077,-1.5822060248129464,0.4667320177906183,0.0011337974632303566,-6.782182693481445,0.45064752413596815,-0.797069787979126,4.8656777863461,0.14338718677795903,3.5705609576009816,2.3549795269900784,-20.568678322568303,-5.704724950811127,-1.7241029952419922,0.48468417799547087,0.0011337974632303566,-6.782182693481445,0.45064752413596815,-0.797069787979126,5.607488828916539,0.14842260546518352,4.703624410822025,1.4947398343290197,-15.51692695717793,-5.1723089857259765,4.8656777863461,5.607488828916539,0.2055212128526402,0.42463214161275936,0.17833294555010584,0.6690127452506773,5.520217840965872,13.0,6.021114707256096,9.0,1.5310329597948897,2.007038235752032
Elon Musk is known for his ambitious projects.,Elon Musk,0.9992419988281448,0.0,1.0,0.9992419988281448,-1.8556354591734514,0.44344911995712427,0.0001972393398132933,-8.531092643737793,0.35149980864277275,-1.05178964138031,6.395761204692186,0.13664229879491055,5.6573473159667165,2.2328905085431643,-22.267625510081416,-6.428109791229642,-2.2852887455244653,0.3735709895476181,0.0001972393398132933,-8.531092643737793,0.31234358398238643,-1.163651466369629,9.828523756582051,0.13208152357894684,6.697965474361566,1.6305057970809214,-20.567598709720187,-6.855866236573395,6.395761204692186,9.828523756582053,0.15635355479913166,0.4478499936176646,0.10174467954358979,0.6133066204304763,5.374199923411975,12.0,5.519759583874287,9.0,1.551397886230385,1.8399198612914291
Elon Musk has invested in artificial intelligence.,Elon Musk,0.989355805664992,0.0,1.0,0.989355805664992,-1.831610460117438,0.5020371533529183,0.0006965473060283815,-7.269374847412109,0.4506461542430849,-0.7970728278160095,6.243934172753786,0.1445435833004616,6.191308320086506,1.8154695062617296,-20.14771506129182,-6.074764658299756,-2.146560435401625,0.48502500318714115,0.0006965473060283815,-7.269374847412109,0.3814944967706121,-0.9803633391857147,8.55538094601297,0.14627418283812232,7.767523483108041,1.2655497469114758,-17.172483483213,-6.071389760396948,6.243934172753786,8.55538094601297,0.16015543603320312,0.5508217001447303,0.11688550238853197,0.7901704397163846,6.059038701592033,11.0,6.3213635177310765,8.0,1.826868905765721,2.234939504866446
Elon Musk's companies aim for sustainability.,Elon Musk,0.9722147545796344,0.0,1.0,0.9722147545796344,-1.9501793604733673,0.47141805361378797,0.00105358566727631,-6.855556011199951,0.31234112653110885,-1.1636593341827393,7.0299483623847285,0.18871042076224784,4.625310304797177,1.460586187335002,-25.352331686153775,-7.031471680538297,-1.9472020266641101,0.4644535743448124,0.00105358566727631,-6.855556011199951,0.31234112653110885,-1.1636593341827393,7.0090489870949595,0.17902712458332606,4.763166101222489,1.3834172483953229,-21.41922229330521,-6.458138513464464,7.0299483623847285,7.00904898709496,0.14224855553004032,0.6846566184667325,0.14267270807226445,0.7228477172450591,8.900536040067523,13.0,7.951324889695651,11.0,2.4685645439675894,2.397414658666774
Elon Musk plans to colonize Mars.,Elon Musk,0.9983006772866396,0.0,1.0,0.9983006772866396,-1.162388057138411,0.5876891085071234,0.0042877691324123115,-5.451988697052002,0.6678469563235865,-0.4036962389945984,3.1975601220947185,0.14873111074645914,2.6325264233935575,1.6283452910639675,-12.78626862852252,-3.8552050463183027,-1.4106194875591125,0.5056993875207336,0.0042877691324123115,-5.451988697052002,0.45064733611120816,-0.7970702052116394,4.098493583590824,0.14439469147582995,2.8781745178266567,1.5454916431282633,-12.695575388032012,-4.231858462677337,3.1975601220947185,4.098493583590824,0.3127384511365813,0.6141203622399988,0.24399208626401395,0.6470432916582313,6.755323984639987,11.0,5.823389624924081,9.0,2.0368068176672183,1.941129874974694
Elon Musk has faced criticism for management style.,Elon Musk,0.994384406424382,0.0,1.0,0.994384406424382,-2.3455141684462433,0.4322841161355632,4.669741328001223e-05,-9.971821784973145,0.3497952937467942,-1.0561723709106445,10.438638566530804,0.13432353048011272,10.357661744122014,2.215355243194897,-28.14617002135492,-8.125099419243119,-2.8008212393227345,0.391644855800723,4.669741328001223e-05,-9.971821784973145,0.31234239248844325,-1.1636552810668945,16.45815730860696,0.12675216142176732,12.63832556675281,1.6739915158181629,-25.20739115390461,-8.402463717968203,10.438638566530804,16.45815730860696,0.09579793319085497,0.45139487360855046,0.0607601435111475,0.5973745927327776,5.4167384833026055,12.0,5.376371334594998,9.0,1.5636777107322821,1.7921237781983326
Elon Musk sold PayPal.,Elon Musk,0.9690528905209363,0.0292628642081729,1.0,0.9690528905209363,-1.9173175791220274,0.5181141067834595,0.0007232326702408856,-7.2317795753479,0.45064892089378367,-0.7970666885375977,6.802686305657812,0.1765555224838905,6.033950490817764,1.0653021601171773,-17.255858212098246,-5.751952737366082,-2.156964768873877,0.4578958765437835,0.0007232326702408856,-7.2317795753479,0.38149563807405723,-0.9803610444068909,8.644858653145928,0.16598884551558912,6.271317322166354,1.065162118625686,-17.255718150991015,-6.10081765940477,6.802686305657812,8.644858653145928,0.14700075162488344,0.9387008094398359,0.11567569119665047,0.9388242245135784,8.448307284958524,9.0,7.510593796108627,8.0,2.8161024283195077,2.6553959019830127
Elon Musk founded SpaceX.,Elon Musk,0.9990407596354628,0.0,1.0,0.9990407596354628,-1.077760242064768,0.5602409810534287,0.01619772059969202,-4.122884750366211,0.45064481121488903,-0.7970758080482483,2.9380915621785655,0.14899064471035325,1.6643966977636526,1.4978685271781096,-9.699842178582912,-3.233280726194304,-1.2124627646844601,0.5052886100974988,0.01619772059969202,-4.122884750366211,0.3814933412130807,-0.9803663790225983,3.3617536742690883,0.14043660763604426,1.7091433585831313,1.4977284856866184,-9.699702117475681,-3.4293625713782836,2.938091562178565,3.3617536742690883,0.34035698984769214,0.6676153359627212,0.29746379327373523,0.6676777597252951,6.008538023664491,9.0,5.341422077802361,8.0,2.0028460078881634,1.888477886196794
SpaceX develops space launch vehicles.,Elon Musk,0.99438275385831,0.0,1.0,0.99438275385831,-3.1708130236301155,0.34965455142136387,0.0006657282006120665,-7.314629077911377,0.05086935273334385,-2.978494644165039,23.826848274378843,0.15866990643396311,7.92922308952453,0.9215289348603568,-28.53731721267104,-9.512439070890347,-3.1708130236301155,0.34965455142136387,0.0006657282006120665,-7.314629077911377,0.05086935273334385,-2.978494644165039,23.826848274378843,0.15866990643396311,7.92922308952453,0.9215289348603568,-28.53731721267104,-9.512439070890347,23.826848274378843,23.826848274378843,0.041969461864383724,1.0851531212652963,0.041969461864383724,1.0851531212652963,9.766378091387665,9.0,9.766378091387665,9.0,3.2554593637958886,3.2554593637958886
SpaceX manufactures space launch vehicles.,Elon Musk,0.9963594094777268,0.0,1.0,0.9963594094777268,-3.05847856361005,0.39391233852638,5.563974691346947e-05,-9.796612739562988,0.2180900874462884,-1.522847056388855,21.29513331211891,0.1730070741367676,10.7437182147034,0.9724169032024464,-27.526307072490454,-9.17543569083015,-3.05847856361005,0.39391233852638,5.563974691346947e-05,-9.796612739562988,0.2180900874462884,-1.522847056388855,21.29513331211891,0.1730070741367676,10.7437182147034,0.9724169032024464,-27.526307072490454,-9.17543569083015,21.29513331211891,21.29513331211891,0.04695908616035322,1.028365505275273,0.04695908616035322,1.028365505275273,9.255289547477457,9.0,9.255289547477457,9.0,3.085096515825819,3.085096515825819
SpaceX develops spacecraft.,Elon Musk,0.9978001831513954,0.0,1.0,0.9978001831513954,-3.3483090582303703,0.3373657598776807,0.0006657031230128859,-7.314666748046875,0.1973759873684089,-2.9234099686145782,28.454577906648318,0.1441198277642263,8.753359362436342,0.9366448827539428,-26.786472465842962,-9.470448162332149,-3.3483090582303703,0.3373657598776807,0.0006657031230128859,-7.314666748046875,0.1973759873684089,-2.9234099686145782,28.454577906648318,0.1441198277642263,8.753359362436342,0.9366448827539428,-26.786472465842962,-9.470448162332149,28.45457790664832,28.45457790664832,0.0351437298870054,1.0676404883137556,0.0351437298870054,1.0676404883137556,8.541123906510045,8.0,8.541123906510045,8.0,3.0197433166238947,3.0197433166238947
SpaceX manufactures spacecraft.,Elon Musk,0.988741137774862,0.0,1.0,0.988741137774862,-3.1792940432205796,0.3589686337067737,5.563836731343583e-05,-9.796637535095215,0.258175025016379,-1.7598262131214142,24.02978357411164,0.14447907539272395,11.188638373323172,1.0734810073339858,-25.434352345764637,-8.992401509389072,-3.1792940432205796,0.3589686337067737,5.563836731343583e-05,-9.796637535095215,0.258175025016379,-1.7598262131214142,24.02978357411164,0.14447907539272395,11.188638373323172,1.0734810073339858,-25.434352345764637,-8.992401509389072,24.02978357411164,24.02978357411164,0.04161502316139645,0.9315488519759865,0.04161502316139645,0.9315488519759865,7.452390815807892,8.0,7.452390815807892,8.0,2.634818040955054,2.634818040955054
SpaceX has successfully launched several rockets.,Elon Musk,0.9962661703424016,0.0,1.0,0.9962661703424016,-2.4607031241059305,0.2975276079785213,0.0011319456742932541,-6.783817291259766,0.13844107934454397,-2.0089317560195923,11.71304436914113,0.12053159144040577,4.304446358905169,1.6628345413610406,-24.607031241059303,-7.781426517666722,-2.3263618830177517,0.32775487322165237,0.0011319456742932541,-6.783817291259766,0.17271308270078242,-1.7561235427856445,10.240617115875999,0.12478711484855376,4.602242485990178,1.5693205425531709,-20.937256947159767,-6.979085649053256,11.71304436914113,10.240617115876,0.08537490070767366,0.6013827444199551,0.0976503650790442,0.6372184476557431,6.013827444199551,10.0,5.734966028901688,9.0,1.9017392178899744,1.9116553429672292
SpaceX has successfully launched several spacecraft.,Elon Musk,0.9968447349445816,0.0,1.0,0.9968447349445816,-2.8476184964179994,0.23210724764847646,0.001131947293555688,-6.783815860748291,0.06890793658687844,-2.8267829418182373,17.246659911635458,0.08217199692652069,4.319051605423323,1.6916043224142647,-28.476184964179993,-9.004960355904908,-2.756267613834805,0.25506559004147533,0.001131947293555688,-6.783815860748291,0.10416850476548078,-2.2617454528808594,15.740981747724824,0.0860313639529035,4.715496390760851,1.5980904695866558,-24.806408524513245,-8.268802841504415,17.246659911635458,15.740981747724824,0.057982241496241836,0.5911547911941936,0.06352843907874668,0.625746801592934,5.911547911941937,10.0,5.631721214336407,9.0,1.8693955898949015,1.8772404047788023
SpaceX launched the Falcon 1 rocket.,Elon Musk,0.9978478927108064,1.888478474621698e-05,1.0,0.9978478927108064,-2.08166677452391,0.38342227227726117,0.0011319499923315587,-6.7838134765625,0.21539844169615768,-1.5597072839736938,8.017821684097077,0.13606032520989172,4.86362617994198,2.152301921377671,-24.98000129428692,-7.211105235806878,-2.108936100626703,0.40297420602891926,0.0011319499923315587,-6.7838134765625,0.2624458823832924,-1.3377103805541992,8.239470652255562,0.14384210832236757,5.296850620728953,1.85235023792806,-23.198297106893733,-6.994549752613973,8.017821684097077,8.239470652255562,0.12472215514388986,0.464618829759678,0.12136702006775753,0.5398547097219295,5.575425957116136,12.0,5.938401806941225,11.0,1.6094868385939138,1.7904955134538698
SpaceX launched the Falcon 9 rocket.,Elon Musk,0.998020155782264,0.0,1.0,0.998020155782264,-1.8481323041875537,0.45994370435647675,0.0011319494525758697,-6.783813953399658,0.379697625811679,-0.9861498177051544,6.347952399848951,0.1408509319728539,5.17015537405794,2.095252987890643,-22.177587650250643,-6.4021180999243645,-1.8541702918962322,0.48645228883582986,0.0011319494525758697,-6.783813953399658,0.45064663773421526,-0.7970717549324036,6.3863972062493675,0.14522310153901627,5.6397320114254565,1.7953026536130148,-20.395873210858554,-6.149587155643552,6.347952399848951,6.386397206249368,0.15753111192575972,0.47726933491059303,0.15658280681656575,0.5570091471694301,5.727232018927117,12.0,6.12710061886373,11.0,1.653309473919507,1.8473903459568508
SpaceX launched the Falcon Heavy rocket.,Elon Musk,0.998560920968722,0.0,1.0,0.998560920968722,-1.9390770065047862,0.4520981188331766,0.001131940276768537,-6.783822059631348,0.4506463154067374,-0.7970724701881409,6.952331051983909,0.1415084610386387,5.477108111549728,1.8715817041266969,-21.32984707155265,-6.431190870181913,-1.9548144314670934,0.48047280653277086,0.001131940276768537,-6.783822059631348,0.47342316960251796,-0.7489243149757385,7.062608304229317,0.146802955219958,6.022094590715813,1.571629832420837,-19.548144314670935,-6.181666006403141,6.952331051983909,7.062608304229317,0.1438366488193397,0.5343074244608587,0.14159074904397118,0.6362821444154344,5.877381669069445,11.0,6.362821444154343,10.0,1.7720972496378289,2.012100810848959
SpaceX launched the Dragon spacecraft.,Elon Musk,0.9994447374153582,0.0,1.0,0.9994447374153582,-2.745791762653324,0.3117371962859065,0.0011319462140471413,-6.783816814422607,0.16835019825080788,-1.7817089557647705,15.576942292132935,0.13383657551159697,5.828352685524606,1.311188600179785,-24.71212586387992,-8.237375287959972,-2.8663021135143936,0.32966057104029384,0.0011319462140471413,-6.783816814422607,0.13878252966968999,-2.4347296953201294,17.571918947594853,0.1476749211872707,6.42619206923326,1.011237544251546,-22.93041690811515,-8.107126645581443,15.576942292132935,17.571918947594853,0.06419745167220947,0.7626667894022904,0.05690898091337227,0.9888873348152206,6.8640011046206135,9.0,7.911098678521765,8.0,2.288000368206871,2.7969957611093377
The Dragon spacecraft has delivered cargo to the International Space Station.,Elon Musk,0.9965644307198944,0.0,1.0,0.9965644307198944,-1.7818324091578168,0.49277534109137566,9.650613574305651e-05,-9.245903968811035,0.44618985697932634,-0.8070606291294098,5.940732303289288,0.14796297594909744,6.038990070127425,2.250589408403078,-24.945653728209436,-6.667006395718554,-1.80280602267012,0.5026220309443383,9.650613574305651e-05,-9.245903968811035,0.44618985697932634,-0.8070606291294098,6.0666467513826,0.13225234903049055,7.374906639085201,1.8199341628713104,-18.0280602267012,-5.700973211106729,5.940732303289288,6.0666467513826,0.16832941613045183,0.44432804858419606,0.16483570594778707,0.5494704261292067,6.220592680178744,14.0,5.494704261292068,10.0,1.662523325135908,1.7375780534715901
SpaceX has been working on the development of the Starship spacecraft.,Elon Musk,0.9959140615545004,0.0,1.0,0.9959140615545004,-2.0071226142463274,0.3640759637847482,0.0011319418960232498,-6.783820629119873,0.14700859654344034,-1.9262354373931885,7.441873370400902,0.15137652221016784,3.2273767932438444,2.503467826926996,-32.11396182794124,-8.02849045698531,-2.0471503705717624,0.3826319469597793,0.0011319418960232498,-6.783820629119873,0.17414776165068457,-1.7487881779670715,7.745796975966593,0.1550116986601454,4.059234677892436,1.5568562634285703,-20.471503705717623,-6.473657883864503,7.441873370400902,7.745796975966593,0.1343747669743175,0.3994459162782607,0.12910227354302822,0.6423200545166324,6.391134660452171,16.0,6.423200545166324,10.0,1.5977836651130428,2.0311943590760824
The Starship spacecraft is intended to be fully reusable.,Elon Musk,0.9957757425816204,0.0,1.0,0.9957757425816204,-1.9837493270810227,0.44313504260694,0.0008549872187810433,-7.06442403793335,0.22567601912452806,-1.4886548519134521,7.269949368520084,0.1688163396234946,4.6819047383812125,2.0380721521154697,-29.75623990621534,-7.683028106834971,-1.9995051392338197,0.5034111177658067,0.0008549872187810433,-7.06442403793335,0.45064776588220334,-0.797069251537323,7.3854004495615095,0.1867157558319538,5.818793856044797,1.1690070648255262,-21.994556531572016,-6.631608313225912,7.269949368520084,7.385400449561509,0.13755253981962273,0.49065976342497203,0.13540227193223797,0.8554268234035434,7.35989645137458,15.0,9.409695057438977,11.0,1.9003170923989878,2.837129808835163
The Starship spacecraft is capable of carrying passengers.,Elon Musk,0.9525816822643282,0.0,1.0,0.9525816822643282,-2.3749229004606605,0.3181577733726247,0.0008549912956875204,-7.064419269561768,0.0791157166394537,-2.5779536962509155,10.750184319865287,0.14391885898868775,3.928296733685972,1.719885863589131,-28.499074805527925,-8.226974255313415,-2.498720599545373,0.3007347018972134,0.0008549912956875204,-7.064419269561768,0.056888475250714395,-2.8666625022888184,12.166917638693084,0.12732268091081092,4.40559754008986,1.3823354527278755,-22.488485395908356,-7.496161798636119,10.750184319865289,12.166917638693084,0.09302166086139546,0.5814339318500807,0.08219008541816804,0.7234134073799657,6.977207182200969,12.0,6.510720666419692,9.0,2.0141462224177595,2.1702402221398973
The Starship spacecraft is designed to reach destinations such as Mars.,Elon Musk,0.9982643257278055,0.0,1.0,0.9982643257278055,-2.0551613734487546,0.4020377190281078,0.0008549917033792374,-7.064418792724609,0.16792836829823354,-1.8697415590286255,7.808097790643198,0.16450912779778665,3.9809620271757566,2.176209637330835,-32.882581975180074,-8.220645493795018,-2.2204244434724387,0.37681479496636344,0.0008549917033792374,-7.064418792724609,0.14897992481085381,-2.103900194168091,9.211239686844946,0.1573578665334979,4.4228267971520525,1.6626112697139996,-26.645093321669265,-7.691775900924226,7.808097790643198,9.211239686844946,0.12807216646266212,0.4595145535824941,0.10856302017937416,0.6014635039566517,7.352232857319906,16.0,7.21756204747982,12.0,1.8380582143299764,2.0835306955026502
Elon Musk is the CEO of Tesla.,Elon Musk,0.9981343824319336,0.0,1.0,0.9981343824319336,-0.744158742587994,0.5885227320244197,0.11629747425990183,-2.151603937149048,0.41958869562276185,-0.871227353811264,2.1046701206807,0.12039913892289589,0.4823124851571805,2.457937904251968,-8.929904911055928,-2.5778415021179506,-0.7674770417943364,0.5743209198321727,0.11629747425990183,-2.151603937149048,0.41958869562276185,-0.871227353811264,2.154324121815109,0.11359998715451787,0.4914533814891327,1.7257437759975365,-6.139816334354691,-2.1707528826310662,2.1046701206807,2.154324121815109,0.4751338417236504,0.40684510307201327,0.4641827057840571,0.5794602964289801,4.88214123686416,12.0,4.635682371431841,8.0,1.4093527786626474,1.6389612201331953
"Tesla, Inc.",Elon Musk,0.9789468196696012,0.0031157730107019,1.0,0.9789468196696012,-2.073128689856579,0.41228073826562456,0.0018868595351432768,-6.272841453552246,0.32110871513511274,-1.224782794713974,7.9496562588947235,0.14283306723015216,4.863478730017683,0.9743369028249982,-12.438772139139473,-5.078107461273219,-2.073128689856579,0.41228073826562456,0.0018868595351432768,-6.272841453552246,0.32110871513511274,-1.224782794713974,7.9496562588947235,0.14283306723015216,4.863478730017683,0.9743369028249982,-12.438772139139473,-5.078107461273219,7.9496562588947235,7.9496562588947235,0.1257916024835814,1.0263390384789841,0.1257916024835814,1.0263390384789841,6.158034230873904,6.0,6.158034230873904,6.0,2.514006947372221,2.514006947372221
Elon Musk holds a leadership position at Tesla.,Elon Musk,0.9987480533399228,0.0,1.0,0.9987480533399228,-1.6656025717854321,0.5155147094516604,0.00021027077594747482,-8.467114448547363,0.45064776588220334,-0.797069251537323,5.288859207115689,0.13350631853286238,5.962177338564055,2.343297649786991,-21.652833433210617,-6.005415477117066,-1.9915779333445243,0.4839531812677996,0.00021027077594747482,-8.467114448547363,0.4278647586146562,-0.8503678143024445,7.3270862991356145,0.14571412224267716,7.229144300374932,1.6407034220359142,-19.915779333445244,-6.297922407099699,5.288859207115689,7.3270862991356145,0.18907669136939573,0.42674903040631706,0.13647989926336357,0.6094946756185351,5.547737395282121,13.0,6.094946756185351,10.0,1.5386655108845173,1.9273913967000667
Elon Musk is an entrepreneur.,Elon Musk,0.9987694541432418,0.0,1.0,0.9987694541432418,-1.3797264626191463,0.46740026915997884,0.013107197490640772,-4.334593772888184,0.3123416105730132,-1.163657784461975,3.973814492007288,0.15425515548298738,1.8670137293947897,1.586205755195866,-12.417538163572317,-4.139179387857439,-1.4563982498948462,0.4747322667325693,0.013107197490640772,-4.334593772888184,0.38149472851866184,-0.9803634285926819,4.290478434412888,0.15410021796119297,2.323637777132964,1.009677255857803,-8.738389499369077,-3.567432574524798,3.973814492007288,4.290478434412888,0.2516473786109908,0.6304352362386425,0.2330742399214135,0.9904154958412115,5.673917126147782,9.0,5.942492975047269,6.0,1.8913057087159273,2.4260125981565626
Elon Musk was born in South Africa.,Elon Musk,0.9991219159416324,0.0,1.0,0.9991219159416324,-1.0150146280621728,0.5541089966614877,0.03356272096512592,-3.3943393230438232,0.45064687947997495,-0.7970712184906006,2.759403761810842,0.12325931763162966,1.36134408834971,2.1100066951355303,-11.165160908683902,-3.3664226780043682,-0.9433746591530507,0.5453237361895276,0.03356272096512592,-3.3943393230438232,0.4486794352312614,-0.8014562129974365,2.5686350764149553,0.10890792328100124,1.0591844464782172,1.7306479733451468,-7.546997273224406,-2.66826647474668,2.759403761810842,2.568635076414956,0.36239712862598844,0.4739321454786985,0.389311821356773,0.5778182596355013,5.213253600265683,11.0,4.62254607708401,8.0,1.5718551026409733,1.6343168387266884
Elon Musk co-founded Tesla.,Elon Musk,0.0004868163552217,0.9973799835499266,0.0,0.9973799835499266,-1.177626134902918,0.6390180737112192,0.0003790189165858979,-7.87792444229126,0.8166612394826065,-0.2058653123676777,3.2466579198876246,0.1447110738771766,4.5861484356559705,1.6381605850712533,-14.131513618835015,-4.07941659594563,-1.2846703234297985,0.6062142668939784,0.0003790189165858979,-7.87792444229126,0.7500814661898428,-0.2875734567642212,3.6134764822943697,0.1449535491473948,4.865569521147065,1.638020543579762,-14.131373557727784,-4.260769442121159,3.2466579198876246,3.6134764822943697,0.3080090433532993,0.6104407645459887,0.276741803883293,0.6104929537785775,7.325289174551864,12.0,6.715422491564351,11.0,2.114628838409685,2.0247760648393234
Tesla is an electric vehicle company.,Elon Musk,0.997202721395156,0.0,1.0,0.997202721395156,-2.223523969348106,0.30448747343285054,0.0018868397413028491,-6.272851943969727,0.282946910436509,-1.262495994567871,9.239834454820285,0.08694043469783043,4.141658215049965,1.961616391581954,-20.011715724132955,-6.670571908044319,-1.7767324893336212,0.37559611065910575,0.0018868397413028491,-6.272851943969727,0.31897098571636207,-1.1426551342010498,5.910512170472773,0.08828977695123492,3.7432267417783494,1.6974985896600394,-12.437127425335348,-4.700792313065482,9.239834454820285,5.910512170472773,0.10822704723657844,0.5097836683519685,0.16919007543808365,0.5891021094752553,4.588053015167716,9.0,4.1237147663267875,7.0,1.5293510050559054,1.5586176784950727
Elon Musk founded SpaceX.,Elon Musk,0.9990407596354628,0.0,1.0,0.9990407596354628,-1.077760242064768,0.5602409810534287,0.01619772059969202,-4.122884750366211,0.45064481121488903,-0.7970758080482483,2.9380915621785655,0.14899064471035325,1.6643966977636526,1.4978685271781096,-9.699842178582912,-3.233280726194304,-1.2124627646844601,0.5052886100974988,0.01619772059969202,-4.122884750366211,0.3814933412130807,-0.9803663790225983,3.3617536742690883,0.14043660763604426,1.7091433585831313,1.4977284856866184,-9.699702117475681,-3.4293625713782836,2.938091562178565,3.3617536742690883,0.34035698984769214,0.6676153359627212,0.29746379327373523,0.6676777597252951,6.008538023664491,9.0,5.341422077802361,8.0,2.0028460078881634,1.888477886196794
SpaceX is a private aerospace manufacturer.,Elon Musk,0.99844076627,7.87702707521033e-06,1.0,0.99844076627,-2.1353761562650933,0.404478662294124,0.0011319570091789352,-6.783807277679443,0.10563701296166896,-2.247746467590332,8.460228276273028,0.17252354951592047,4.408827285849745,1.390551310603107,-23.489137718916027,-7.082241496602635,-1.9335434523522963,0.5286331088181166,0.0011319570091789352,-6.783807277679443,0.633963842449892,-0.49942272156476974,6.9139661965193335,0.1804631008893476,5.865274199695401,0.8284908948726953,-15.46834761881837,-5.468886747508627,8.460228276273028,6.9139661965193335,0.11820012029752565,0.7191392308754733,0.14463478292726184,1.2070138684549556,7.910531539630206,11.0,9.656110947639645,8.0,2.3851150008387103,3.4139507654828267
SpaceX provides space transportation services.,Elon Musk,0.9938236296785888,0.0,1.0,0.9938236296785888,-3.1399337081238627,0.27487591082515095,0.00019413717291134498,-8.546945571899414,0.18140363211552013,-1.710761547088623,23.10233531080725,0.0878113125347444,8.692564267080693,1.4757983448855525,-25.119469664990902,-8.881073669962419,-3.1399337081238627,0.27487591082515095,0.00019413717291134498,-8.546945571899414,0.18140363211552013,-1.710761547088623,23.10233531080725,0.0878113125347444,8.692564267080693,1.4757983448855525,-25.119469664990902,-8.881073669962419,23.10233531080725,23.10233531080725,0.04328566729495096,0.677599350524783,0.04328566729495096,0.677599350524783,5.420794804198264,8.0,5.420794804198264,8.0,1.916540382734698,1.916540382734698
Elon Musk co-founded Neuralink.,Elon Musk,0.9976105569746098,0.0,1.0,0.9976105569746098,-1.3793228049202857,0.651751651951381,0.00037901710928717593,-7.877929210662842,0.8832415721315073,-0.12415653467178345,3.9722107548959373,0.1557255497409842,5.748610748769564,1.3938605876361942,-17.931196463963715,-4.973219098556904,-1.4942547002380404,0.622742627222257,0.00037901710928717593,-7.877929210662842,0.8166623239116467,-0.20586392283439636,4.456014248586565,0.15776287318151225,6.055940217203052,1.3937205461447029,-17.931056402856484,-5.176250120521777,3.972210754895937,4.456014248586565,0.2517489785171778,0.7174318643271703,0.22441579945961732,0.7175039521130624,9.326614236253214,13.0,8.610047425356749,12.0,2.5867373734833365,2.4855065993825813
Neuralink is a neurotechnology company.,Elon Musk,0.9977941319107538,0.0,1.0,0.9977941319107538,-2.4315805905921892,0.4882130215955286,2.034052114563465e-05,-10.802895545959473,0.45065023707337926,-0.7970637679100037,11.376850018391359,0.17153237340162328,10.887854091723206,1.3533349910364216,-26.747386496514082,-8.064640466505079,-2.5572164369126162,0.5616016871197096,2.034052114563465e-05,-10.802895545959473,0.7966976473331163,-0.22728003561496735,12.899859720293103,0.17980197497357092,13.21124037501935,0.7768157304551587,-23.014947932213545,-7.671649310737848,11.37685001839136,12.899859720293104,0.08789779230485066,0.7389153510574438,0.07752022283055328,1.2873065783748627,8.128068861631881,11.0,11.585759205373764,9.0,2.450704971291281,3.861919735124588
Elon Musk co-founded The Boring Company.,Elon Musk,0.9982643257278055,5.1355526666020425e-05,1.0,0.9982643257278055,-1.3884555305443687,0.643483645814988,0.00037901909731624406,-7.877923965454102,0.8166609041702113,-0.2058657594025135,4.008654025737494,0.14259336803221065,6.186493812764004,1.8037229206318672,-19.438377427621162,-5.19512489206847,-1.0509341704710096,0.6673189180638811,0.00037901909731624406,-7.877923965454102,0.8166609041702113,-0.2058657594025135,2.860321898642055,0.1208173694484748,4.478198532959302,1.7961818630637798,-12.611210045652115,-3.6405427573320805,4.008654025737494,2.860321898642055,0.24946029105518144,0.5544088776394144,0.34961100024257846,0.5567364978812791,7.7617242869518,14.0,6.68083797457535,12.0,2.074408072312565,1.9285918015166759
The Boring Company is an infrastructure and tunnel construction company.,Elon Musk,0.9983391756976242,0.0,1.0,0.9983391756976242,-1.928910324206719,0.41558231337582713,0.005073609151962732,-5.283702850341797,0.25450925009671027,-1.3684180974960327,6.882006997837461,0.14610903596629018,3.642208235423979,2.05798325377968,-25.075834214687347,-6.954785079699193,-1.4361937940120697,0.5243986700013312,0.005073609151962732,-5.283702850341797,0.5891240625680931,-0.5575366467237473,4.2046615135931615,0.13779355506936053,3.2658677359337602,1.6697285906760289,-14.361937940120697,-4.541643550476834,6.882006997837461,4.2046615135931615,0.1453064491672605,0.48591260310957624,0.23783127292580417,0.5988997287248501,6.316863840424491,13.0,5.988997287248501,10.0,1.7519828059057598,1.8938872328274963
