concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords,unc_exp_mean_logprobs,unc_exp_mean_logprobs_no_stopwords,unc_Inv_PPL,unc_Inv_entropy,unc_Inv_PPL_no_stopwords,unc_Inv_entropy_no_stopwords,unc_Inv_entropy_normalized_v2,unc_Inv_entropy_normalized,unc_seq_len,unc_Inv_entropy_normalized_v2_no_stopwords,unc_Inv_entropy_normalized_no_stopwords,unc_seq_len_no_stopwords
There were investigations related to his business dealings.,Donald Trump,0.9934157004225376,0.0,1.0,0.9934157004225376,-3.684064678485609,0.20792367943951323,0.0006184054656347297,-7.388366222381592,0.021390975165441896,-3.8447861671447754,39.80787187293915,0.11247505975921973,6.113157294817444,0.9362850526524608,-33.15658210637048,-11.052194035456827,-3.999311932495662,0.12387965375470349,0.0006184054656347297,-7.388366222381592,0.021390975165441896,-3.8447861671447754,54.56059574173488,0.04244023858387442,5.51204209629413,0.9050673539812276,-27.995183527469635,-10.581184788756659,39.80787187293915,54.56059574173488,0.02512065963214141,1.0680508005196037,0.018328245621318847,1.1048901450275284,3.204152401558811,9.612457204676433,9.0,2.923264549788929,7.734231015192699,7.0
There were lawsuits related to his personal finances.,Donald Trump,0.9889297245123764,0.0,1.0,0.9889297245123764,-4.37677512544259,0.1367998538455257,8.679387638863291e-05,-9.351974487304688,0.01655698221432692,-4.100947380065918,79.58098046695807,0.0946453034998144,6.3820717229633,0.6218391242528984,-39.39097612898331,-13.13032537632777,-4.889929924692426,0.03244444468618432,8.679387638863291e-05,-9.351974487304688,0.01655698221432692,-4.100947380065918,132.94425761511798,0.0023059650475143337,5.120077807471646,0.5905535689951127,-34.229509472846985,-12.937538509268961,79.58098046695807,132.94425761511798,0.012565816532195137,1.6081329736231034,0.007521949559454183,1.6933264863704105,4.82439892086931,14.473196762607929,9.0,4.480120771374911,11.853285404592874,7.0
Donald Trump has been married three times.,Donald Trump,0.9979877405142306,0.0,1.0,0.9979877405142306,-1.499146057627513,0.41370872949590654,0.04856124357744846,-3.0249295234680176,0.14575687584628283,-1.9291244745254517,4.477863599738778,0.16528303857717658,1.3248906802481675,1.3155711007015374,-11.993168461020105,-4.240225373349973,-1.3558199186615336,0.5030260140457811,0.04856124357744846,-3.0249295234680176,0.44509795594896306,-1.3029417619109154,3.8799408887525244,0.1884203608671581,1.68214281378937,0.7551320141262683,-8.134919511969201,-3.3210669838225497,4.477863599738778,3.879940888752525,0.2233207818251401,0.7601261531716097,0.2577358853323972,1.3242717581733814,2.1499614298595584,6.081009225372878,8.0,3.2437900883031427,7.945630549040289,6.0
 His second wife was Marla Maples.,Donald Trump,0.9970712903620208,0.0,1.0,0.9970712903620208,-2.367327710587415,0.5022911626649786,0.0008053103419292947,-7.1242828369140625,0.5839511443515313,-0.5388370752334595,10.668843917705567,0.17474215271174667,8.313907567197315,1.0762853821721337,-23.67327710587415,-7.486147533488136,-2.5752057792948713,0.49046764393556125,0.0008053103419292947,-7.1242828369140625,0.5591994574733279,-0.5812490582466125,13.13401958971828,0.19275999150604747,8.805542160168265,0.7741100230441509,-23.176852013653843,-7.725617337884614,10.668843917705567,13.13401958971828,0.09373086790973123,0.929121603400228,0.07613815353091381,1.2918060356169365,2.938140490012366,9.29121603400228,10.0,3.87541810685081,11.62625432055243,9.0
 His third wife is Melania Knauss.,Donald Trump,0.9980580230819788,0.0,1.0,0.9980580230819788,-2.641748879849911,0.3579768984731818,0.0008053103419292947,-7.1242828369140625,0.24236620193429909,-1.430006980895996,14.03773245991158,0.1414439831511212,7.00822577125164,1.5378225599880662,-26.417488798499107,-8.353943466524212,-2.7957795179552503,0.3660919982786321,0.0008053103419292947,-7.1242828369140625,0.20398111181421674,-1.5897278785705566,16.375388688718704,0.15650143283049936,7.549663148861553,1.1800867886047268,-25.162015661597252,-8.387338553865751,14.03773245991158,16.375388688718704,0.07123657633850494,0.6502700805792316,0.061067252754062426,0.8473953014780785,2.0563345488915963,6.5027008057923155,10.0,2.5421859044342354,7.626557713302708,9.0
Donald Trump has five children.,Donald Trump,0.9959148888606548,3.5213078361674025e-05,1.0,0.9959148888606548,-2.5055797278958685,0.3127079109485713,0.0004540354663660538,-7.697335243225098,0.11430363196474091,-2.1838412284851074,12.250658956310643,0.12591188211697443,6.198081719934543,1.043754118361884,-15.03347836737521,-6.137391843206396,-2.604590246686712,0.3484658804776758,0.0004540354663660538,-7.697335243225098,0.09468920062643271,-2.3571553230285645,13.525681974123193,0.14342246423130317,7.37887956693406,0.774508218366188,-13.02295123343356,-5.824040845124434,12.250658956310644,13.525681974123192,0.08162826208502631,0.9580800520044379,0.07393342545781877,1.2911418836968356,2.3468072601500443,5.7484803120266275,6.0,2.8870810205432518,6.455709418484177,5.0
One of his children is Donald Trump Jr.,Donald Trump,0.9990457614754223,0.0,1.0,0.9990457614754223,-2.7193054482340813,0.3409608107902115,9.649803696567252e-05,-9.245987892150879,0.1442558581530319,-1.936166763305664,15.169782385993978,0.1308581770157241,8.77433667150516,1.5005780578847971,-24.47374903410673,-8.157916344702244,-3.2175686731934547,0.30931392050286327,9.649803696567252e-05,-9.245987892150879,0.11503920891309793,-2.162482261657715,24.96734255689707,0.14605633119019026,10.054465993230414,0.9275676629346024,-22.522980712354183,-8.512886535541938,15.169782385993978,24.96734255689707,0.06592052374616028,0.6664098510207407,0.04005232025479445,1.0780884672458708,1.999229553062222,5.997688659186666,9.0,2.8523539756593776,7.546619270721096,7.0
Ivanka Trump is related to Donald Trump.,Donald Trump,0.998719398370976,0.0,1.0,0.998719398370976,-2.6778678873961326,0.5615467666076182,1.1732626394685706e-05,-11.353137016296387,0.7430318879123177,-0.32310429587960243,14.554029362306014,0.19523767781994655,15.096543528450269,0.5915139647190161,-21.42294309916906,-7.574154169197997,-3.4782175642903894,0.48633229698639197,1.1732626394685706e-05,-11.353137016296387,0.4772462263442784,-1.6094600297510624,32.401916241008344,0.2227501955656995,17.541149367964262,0.2724229933194511,-20.869305385742337,-8.519858246897599,14.554029362306014,32.401916241008344,0.0687094944709906,1.6905771624090482,0.030862372230145613,3.6707621035033964,4.7816743026341975,13.524617299272386,8.0,8.991494120728772,22.02457262102038,6.0
Eric Trump is related to Donald Trump.,Donald Trump,0.997709751430446,0.0,1.0,0.997709751430446,-2.825161104046856,0.5400882079215316,7.152871226466026e-06,-11.847996711730957,0.6871375704383222,-0.3930755853652954,16.86366157138067,0.18220131358017316,16.512677289961367,0.7309263381104147,-22.60128883237485,-7.990762298464021,-3.669660825670386,0.4604968423888421,7.152871226466026e-06,-11.847996711730957,0.42993719677430414,-1.6631102859973907,39.23859487894746,0.20140058710579778,19.135967319293304,0.4048596365736673,-22.017964954022318,-8.988796551972861,16.86366157138067,39.23859487894746,0.05929910273443227,1.368126920402393,0.02548511237685849,2.4699918432546495,3.8696472917616003,10.945015363219143,8.0,6.050219684810378,14.819951059527895,6.0
Tiffany Trump is related to Donald Trump.,Donald Trump,0.9957048244650476,0.0,1.0,0.9957048244650476,-3.4317016624991084,0.5611791856858891,1.563335165541653e-07,-15.671274185180664,0.7420995299509445,-0.3099995255470276,30.929229104166907,0.1924916097921807,28.06438774107907,0.5917506400764683,-27.453613299992867,-9.706318066249073,-4.4981811249163,0.4768999932884817,1.563335165541653e-07,-15.671274185180664,0.4475543563334704,-1.687474012374878,89.85355019518951,0.2168466425077412,32.851854101072114,0.2991145132519829,-26.9890867494978,-11.018248526663376,30.929229104166907,89.85355019518951,0.032331875994454584,1.6899010026770334,0.011129220802380015,3.343201201198721,4.779761834107505,13.519208021416267,8.0,8.189137050396667,20.059207207192326,6.0
Barron Trump is related to Donald Trump.,Donald Trump,0.996619009962378,0.0,1.0,0.996619009962378,-3.0872951840930103,0.44873477606818507,1.5874597912044411e-06,-13.353375434875488,0.4062341263516298,-0.9008256196975708,21.91771434570303,0.15223290635099876,19.073824374698273,1.3505988248634233,-27.78565665683709,-9.26188555227903,-4.290521915652789,0.38570014971204253,1.5874597912044411e-06,-13.353375434875488,0.22257723423007172,-2.073531925678253,73.00456078128585,0.17128169936521984,24.1467570572301,0.6175281266368411,-25.743131493916735,-10.50958942357794,21.91771434570303,73.00456078128585,0.04562519541167622,0.7404123131094261,0.013697774348590317,1.619359437838343,2.2212369393282785,6.663710817984835,9.0,3.966604332864154,9.716156627030056,6.0
Donald Trump is known for his distinctive hairstyle.,Donald Trump,0.993300073564622,0.0001081791401369,1.0,0.993300073564622,-2.0381636436666466,0.42912762365941237,0.0024840719743817936,-5.997856140136719,0.5105511163836267,-0.6722645163536072,7.676499459189289,0.1433984296226759,4.759476503510947,1.4052291923810738,-18.34347279299982,-6.114490930999939,-2.5455792742182632,0.32715809088899356,0.0024840719743817936,-5.997856140136719,0.09257232633009424,-2.379765033721924,12.750612048016142,0.13017104012628294,4.948371548610014,1.059948428472604,-17.819054919527844,-6.734969702181819,7.676499459189289,12.750612048016142,0.13026770930113626,0.7116276870860916,0.07842760772849247,0.9434421271240618,2.1348830612582748,6.404649183774824,9.0,2.496113244752053,6.604094889868432,7.0
"Donald Trump's hairstyle is known as a ""comb-over."".",Donald Trump,0.9857010313490396,0.0045647003857619,1.0,0.9857010313490396,-2.7103593650002344,0.3642497495555121,1.585486161693048e-05,-11.052034378051758,0.31412155163917577,-1.1709832549095154,15.034677481054983,0.12342391730592565,9.823907256240842,2.0448565761412274,-32.52431238000281,-9.38896025390105,-3.361868054011009,0.31030693495534917,1.585486161693048e-05,-11.052034378051758,0.09257234840105938,-2.3797647953033447,28.843020905782957,0.13272401798931616,11.323697061553961,1.2023732357271724,-30.25681248609908,-10.085604162033027,15.034677481054985,28.84302090578296,0.06651290001132967,0.48903185273123784,0.03467043217374995,0.8316885059365273,1.6940560309000896,5.868382232774854,12.0,2.495065517809582,7.485196553428746,9.0
Donald Trump used Twitter to communicate with the public.,Donald Trump,0.999448788113121,0.0,1.0,0.999448788113121,-2.187307545845397,0.3697572889465891,0.003796576249652044,-5.573655605316162,0.26750762306736026,-1.597606122493744,8.911187821040576,0.13325157645244512,4.009374944453083,1.596515794469392,-21.873075458453968,-6.916873788144621,-2.9002835094995265,0.2635554341698657,0.003796576249652044,-5.573655605316162,0.060377029707858965,-2.8071465492248535,18.179298642767527,0.1383378674263894,3.9985855390933875,0.7823620357881573,-20.301984566496685,-7.6734288977173835,8.911187821040576,18.179298642767527,0.11221848535599917,0.6263639880445742,0.05500762266193592,1.2781806302661307,1.9807368465273307,6.263639880445742,10.0,3.38174807830398,8.947264411862914,7.0
Donald Trump's presidency brought significant changes to the political landscape.,Donald Trump,0.9978576281614784,0.0,1.0,0.9978576281614784,-2.6442362954257987,0.33122804335108985,0.0005400231216069386,-7.523898601531982,0.08848685336996584,-2.425968289375305,14.07269359769578,0.16622941202317632,5.059055465725437,1.3103967505375886,-31.730835545109585,-9.159903221790383,-3.149172558193095,0.21999300928937315,0.0005400231216069386,-7.523898601531982,0.05692402571533056,-2.9986727237701416,23.31676333193122,0.1252046649868037,4.54106311562359,1.0985617793435487,-31.49172558193095,-9.95855802878933,14.07269359769578,23.31676333193122,0.0710596015651003,0.7631276554904087,0.04288759918193906,0.9102810773168853,2.6435517439406127,9.157531865884906,12.0,2.878561515273192,9.102810773168853,10.0
Donald Trump's presidency altered social norms.,Donald Trump,0.9739578367833946,0.0,1.0,0.9739578367833946,-4.970311819022754,0.16687544612893238,6.664853533522068e-07,-14.221247673034668,0.05002711436398096,-3.3146374225616455,144.07180469686432,0.10114499068221758,19.595345011096462,0.8091216272296333,-39.762494552182034,-14.058164767370533,-4.970311819022754,0.16687544612893238,6.664853533522068e-07,-14.221247673034668,0.05002711436398096,-3.3146374225616455,144.07180469686432,0.10114499068221758,19.595345011096462,0.8091216272296333,-39.762494552182034,-14.058164767370533,144.07180469686432,144.07180469686432,0.006940983366620968,1.2359081333963582,0.006940983366620968,1.2359081333963582,3.4956760881926923,9.887265067170866,8.0,3.4956760881926923,9.887265067170866,8.0
Donald Trump's policies significantly impacted the economy.,Donald Trump,0.9918877066959048,0.0,1.0,0.9918877066959048,-3.182695150297756,0.27296282984670517,4.4987464970547025e-05,-10.009126663208008,0.09257232633009424,-2.379765033721924,24.111650581400937,0.14384937542898965,8.481605793697804,1.0982637468728669,-28.644256352679804,-9.548085450893268,-3.5728905633150134,0.18949578307480697,4.4987464970547025e-05,-10.009126663208008,0.0646782533673866,-2.8412262201309204,35.61940463282925,0.0991298162862132,8.171534374852655,1.0407570678500513,-28.583124506520107,-10.105660583029879,24.111650581400937,35.61940463282925,0.04147372643046563,0.9105280975060343,0.02807458491538998,0.9608390189131789,2.7315842925181024,8.194752877554308,9.0,2.717663143608553,7.686712151305431,8.0
Donald Trump's actions significantly impacted the environment.,Donald Trump,0.9986699329243272,0.0,1.0,0.9986699329243272,-3.651903477316308,0.26324814575501576,1.575508004708353e-05,-11.058347702026367,0.056038530817301056,-2.881715774536133,38.547971448558066,0.14065856412403166,11.018975397164146,0.9825658264726004,-32.867131295846775,-10.955710431948924,-4.093461452430347,0.18522697167170182,1.575508004708353e-05,-11.058347702026367,0.03813765785962668,-3.390984535217285,59.94703680209621,0.10345515219148671,10.641586313328375,0.8765729628482997,-32.747691619442776,-11.578057406156928,38.54797144855807,59.94703680209621,0.025941702310703724,1.0177435170832148,0.016681391664133637,1.1408063474267351,3.0532305512496443,9.159691653748933,9.0,3.226687617144404,9.126450779413881,8.0
Donald Trump's policies significantly influenced international relations.,Donald Trump,0.9959796887766528,0.0,1.0,0.9959796887766528,-4.185222273407918,0.20829605136576426,4.4987464970547025e-05,-10.009126663208008,0.00958090186507901,-4.647983551025391,65.70810445799384,0.12542889067101762,9.084728106871584,0.7197756578105281,-37.66700046067126,-12.555666820223754,-4.185222273407918,0.20829605136576426,4.4987464970547025e-05,-10.009126663208008,0.00958090186507901,-4.647983551025391,65.70810445799384,0.12542889067101762,9.084728106871584,0.7197756578105281,-37.66700046067126,-12.555666820223754,65.70810445799384,65.70810445799384,0.015218822826327067,1.3893217826258268,0.015218822826327067,1.3893217826258268,4.16796534787748,12.503896043632441,9.0,4.16796534787748,12.503896043632441,9.0
Donald Trump's legacy is controversial.,Donald Trump,0.9826465687259708,0.0,1.0,0.9826465687259708,-3.641374552256561,0.18564959932695252,0.0005092973520641635,-7.5824785232543945,0.04066502648448456,-3.2023868560791016,38.14423194726208,0.11298093278923235,5.629954514293307,0.7056494563097558,-25.489621865795925,-9.634171495710032,-3.9366858780461675,0.1908912449521538,0.0005092973520641635,-7.5824785232543945,0.025122964174781784,-3.925185203552246,51.248475849081274,0.13161876431208305,5.957818812698219,0.4173720520102935,-23.620115268277004,-9.642871678833478,38.14423194726208,51.24847584908128,0.026216283536199977,1.4171342315341264,0.019512775422723658,2.3959438471825067,3.7493847510359264,9.919939620738885,7.0,5.868839877958016,14.37566308309504,6.0
Donald Trump's legacy is divisive.,Donald Trump,0.9903779733050508,0.0,1.0,0.9903779733050508,-3.857433010857286,0.18327851738084727,0.0005092973520641635,-7.5824785232543945,0.02604018897908592,-3.6481142044067383,47.34366457839012,0.11371518746639006,6.378155097369059,0.6600713671667143,-27.002031076001003,-10.205808445819496,-4.188754079747014,0.18812498268169764,0.0005092973520641635,-7.5824785232543945,0.017810545422082463,-4.1480488777160645,65.94058305087779,0.13250330112940198,6.672765392098948,0.371793962867252,-25.132524478482082,-10.260310153381502,47.34366457839012,65.94058305087779,0.021122150321596506,1.5149876963946989,0.01516516769693149,2.6896617478349083,4.008280683982998,10.604913874762891,7.0,6.588298862877882,16.13797048700945,6.0
Many people have strong opinions about Donald Trump's presidency.,Donald Trump,0.9990381470773596,0.0,1.0,0.9990381470773596,-2.4555569186632056,0.3864247191268358,0.00012905428309442887,-8.955277442932129,0.22766351948125044,-1.479886531829834,11.65292147153754,0.14652821590929702,7.235706862338166,1.662419290310041,-27.01112610529526,-8.144160950567105,-2.7549948839878198,0.35054305328827007,0.00012905428309442887,-8.955277442932129,0.22766351948125044,-1.479886531829834,15.72096047397259,0.1295287728187007,8.084975808121076,1.4040304091339098,-24.794953955890378,-8.26498465196346,11.65292147153754,15.72096047397259,0.08581538993826716,0.6015329621286457,0.06360934509412364,0.7122352859984422,1.9950591344117823,6.616862583415103,11.0,2.1367058579953264,6.41011757398598,9.0
Many people have strong opinions about the effects of Donald Trump's presidency on the country.,Donald Trump,0.999753591323606,0.0,1.0,0.999753591323606,-2.3405173112884823,0.42331366962088207,0.00012905428309442887,-8.955277442932129,0.22766411655337448,-1.4798839092254639,10.386608282900097,0.15012732701998732,8.104053694986138,2.63784351602143,-39.788794291904196,-9.650200093029062,-2.8820040518714283,0.3444127084348815,0.00012905428309442887,-8.955277442932129,0.2221109532018855,-1.5045782327651978,17.850009704079817,0.1288068489662093,9.95996844263716,1.8228506849309096,-31.702044570585713,-9.558526084341489,10.386608282900095,17.850009704079817,0.09627781974278758,0.37909754461411943,0.05602237850724748,0.5485912852142919,1.563059218856318,6.444658258440031,17.0,1.8194714563146503,6.034504137357211,11.0
