concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords,unc_exp_mean_logprobs,unc_exp_mean_logprobs_no_stopwords,unc_Inv_PPL,unc_Inv_entropy,unc_Inv_PPL_no_stopwords,unc_Inv_entropy_no_stopwords,unc_Inv_entropy_normalized_v2,unc_Inv_entropy_normalized,unc_seq_len,unc_Inv_entropy_normalized_v2_no_stopwords,unc_Inv_entropy_normalized_no_stopwords,unc_seq_len_no_stopwords
Van Gogh's life was cut short.,Vincent van Gogh,0.995748432312731,0.0,1.0,0.995748432312731,-2.221119898630099,0.4510342860488287,0.006025982239355417,-5.111674785614014,0.1318644902697318,-2.0259804725646973,9.217647919054397,0.21639513129653737,4.491813478231667,0.6117816495306959,-19.990079087670892,-6.663359695890297,-2.4832414246047847,0.3970073988783749,0.006025982239355417,-5.111674785614014,0.07897240219871002,-2.836277484893799,11.980033926419466,0.217174381872644,4.4349209135969465,0.5021282781507082,-19.865931396838278,-7.023667402645544,9.217647919054397,11.980033926419466,0.10848754571465409,1.6345701129922914,0.083472217703383,1.9915229703511366,4.903710338976874,14.711131016930622,9.0,5.632877588896258,15.932183762809093,8.0
"Van Gogh died on July 29, 1890.",Vincent van Gogh,0.9994113977942828,0.0,1.0,0.9994113977942828,-1.2548241793321302,0.6129750245849719,0.01387044294687217,-4.2779951095581055,0.8848171426152345,-0.1223742738366127,3.5072216780723897,0.18260343841819301,2.7516993965776804,1.1869362042374398,-16.312714331317693,-4.524332920274016,-1.0242818786840264,0.6625621873565232,0.01387044294687217,-4.2779951095581055,0.9179685553618389,-0.08624467439949512,2.78509470638406,0.16585486436718888,2.290060898580253,1.1148374597994133,-12.291382544208318,-3.54821651030567,3.5072216780723897,2.78509470638406,0.28512597485700186,0.8425052639138773,0.3590542173333554,0.896991746384199,3.037695928889805,10.952568430880405,13.0,3.107270557414739,10.763900956610387,12.0
Van Gogh was 37 when he died.,Vincent van Gogh,0.9981232202577354,0.0,1.0,0.9981232202577354,-1.8437326124869287,0.4802534947615774,0.0011127562412395862,-6.800915241241455,0.36181265849514693,-1.17470183968544,6.320084715921766,0.18079386348974236,4.624871246438735,1.2519524317386037,-18.437326124869287,-5.830394451791298,-1.982201866702073,0.4724838551302874,0.0011127562412395862,-6.800915241241455,0.17344506554710679,-1.7518943548202515,7.2587081098597475,0.20027839754415705,4.947008485747389,0.92321460131769,-17.83981680031866,-5.94660560010622,6.320084715921766,7.2587081098597475,0.15822572717748024,0.7987523923822619,0.1377655617039713,1.0831717767166111,2.5258768464364745,7.987523923822619,10.0,3.2495153301498334,9.7485459904495,9.0
Van Gogh's death was due to a self-inflicted gunshot wound.,Vincent van Gogh,0.9944458218001344,0.0,1.0,0.9944458218001344,-1.3662434879690408,0.5526199671383638,0.00826506866862665,-4.795717239379883,0.8064690536940705,-0.21508975327014923,3.9205952351207163,0.1896038096851772,2.605949855555285,1.660191429844819,-20.493652319535613,-5.291438275768429,-1.5827341013937257,0.5104993999429458,0.00826506866862665,-4.795717239379883,0.46916670910404235,-1.1205355897545815,4.868247915387439,0.1992179917202054,2.9172884252874636,1.2411887831787602,-18.99280921672471,-5.482751756971608,3.920595235120716,4.868247915387439,0.25506331055090664,0.6023401771767197,0.20541271056455948,0.8056792113758384,2.3328534749570604,9.035102657650796,15.0,2.7909546574099537,9.66815053651006,12.0
Vincent van Gogh's death was a shock to the art world.,Vincent van Gogh,0.9822330509741516,0.0040141618822966,1.0,0.9822330509741516,-1.5638843393067614,0.5580074967229928,0.0012456806915605515,-6.68807315826416,0.6821148666063871,-0.44070761278271675,4.777342068848976,0.1803121428411965,4.182215744612202,1.5262305045981104,-21.89438075029466,-5.851519390227229,-2.0118025774296258,0.507673001806917,0.0012456806915605515,-6.68807315826416,0.5140018249898501,-1.1733817495405674,7.4767826872324505,0.22107594960645888,5.100528933497343,0.6546371674547169,-20.118025774296257,-6.361878347274871,4.777342068848976,7.47678268723245,0.20932141462521103,0.655209024447668,0.13374736726100467,1.5275637402136548,2.451567686205565,9.172926342267353,14.0,4.830580690160895,15.275637402136548,10.0
Van Gogh's legacy has grown since his death.,Vincent van Gogh,0.998063960746432,0.0,1.0,0.998063960746432,-2.464491460006684,0.4124893883164541,0.00025040095868062215,-8.292447090148926,0.1318645531476356,-2.025979995727539,11.757501471681877,0.19918240222053168,6.514133078091697,1.0400358512139476,-27.109406060073525,-8.173793471877342,-2.5986056751105933,0.421219446065924,0.00025040095868062215,-8.292447090148926,0.094088058345778,-2.4514176845550537,13.44497829158292,0.21826228945118498,6.967693536278553,0.6747352252933358,-25.986056751105934,-8.217512673988999,11.757501471681875,13.44497829158292,0.08505208376188728,0.9615053162184581,0.07437721194581913,1.4820628337067445,3.188952367828646,10.57655847840304,11.0,4.6866941899966825,14.820628337067445,10.0
Van Gogh's work had a profound impact on modern art.,Vincent van Gogh,0.9890654565194807,0.0,1.0,0.9890654565194807,-1.5983915174953067,0.4554444959293817,0.01387044294687217,-4.2779951095581055,0.13186436451401415,-2.0259814262390137,4.945071962243633,0.17991532661321574,2.2095216794865817,1.7261356463741495,-20.779089727438986,-5.763082574596025,-1.739171375753358,0.4165757559740636,0.01387044294687217,-4.2779951095581055,0.13168234911103466,-2.027363657951355,5.69262442118006,0.17984853414032048,2.231969172905959,1.3354079743371985,-17.39171375753358,-5.49974278874915,4.945071962243633,5.69262442118006,0.20222152632664403,0.5793287463245194,0.17566590135112123,0.7488348274214319,2.0887995002233244,7.531273702218751,13.0,2.368023645910838,7.488348274214319,10.0
Van Gogh influenced Henri Matisse.,Vincent van Gogh,0.962484564338213,0.0,1.0,0.962484564338213,-2.6438717554570608,0.49298262752552724,0.00016237328575003076,-8.72561264038086,0.37048497335081043,-0.9929423928260803,14.067564473353832,0.2166782080433331,9.794133815447656,0.5923625175575868,-23.794845799113546,-7.931615266371182,-2.6438717554570608,0.49298262752552724,0.00016237328575003076,-8.72561264038086,0.37048497335081043,-0.9929423928260803,14.067564473353832,0.2166782080433331,9.794133815447656,0.5923625175575868,-23.794845799113546,-7.931615266371182,14.067564473353832,14.067564473353832,0.07108551035214067,1.6881554290828074,0.07108551035214067,1.6881554290828074,5.064466287248422,15.193398861745267,9.0,5.064466287248422,15.193398861745267,9.0
"Vincent van Gogh had a bold, expressive style.",Vincent van Gogh,0.998012318660158,0.0,1.0,0.998012318660158,-2.43623813594538,0.4249176672535903,2.91638340357973e-05,-10.442581176757812,0.26664437111675554,-1.321839451789856,11.42996180258872,0.1690814538126063,8.966390738275965,1.4312518688609557,-26.79861949539918,-8.080087796885676,-2.4153508529141416,0.43546184525769016,2.91638340357973e-05,-10.442581176757812,0.26664437111675554,-1.321839451789856,11.193697009889656,0.17579026296862887,9.843697732576661,1.1724486448659002,-21.738157676227274,-7.2460525587424245,11.42996180258872,11.193697009889656,0.0874893562438253,0.6986890440155986,0.08933598963028014,0.8529158222656105,2.3172894041318495,7.685579484171585,11.0,2.5587474667968317,7.676242400390494,9.0
Vincent van Gogh had an innovative use of color.,Vincent van Gogh,0.9953952619646944,0.0,1.0,0.9953952619646944,-2.239872340762469,0.4596760501930648,0.0009828110727779652,-6.925093650817871,0.1034905697361569,-2.2682747840881348,9.392132218470495,0.21865673269696917,5.245180170807954,0.7423834922458759,-24.63859574838716,-7.428816132604183,-2.030107272983514,0.5033882497765139,0.0009828110727779652,-6.925093650817871,0.4976946909200735,-1.191338688135147,7.614903188351504,0.2141529348403995,5.505904178622882,0.5993562559346227,-16.240858183868113,-5.742010477051089,9.392132218470495,7.614903188351504,0.10647209565825827,1.3470127103375866,0.13132143315094238,1.668456765234931,4.467535748029458,14.817139813713453,11.0,4.719108371256765,13.347654121879447,8.0
Vincent van Gogh is one of the most beloved artists of all time.,Vincent van Gogh,0.9557846937865946,0.0,1.0,0.9557846937865946,-1.4508006397586237,0.5844344809844765,0.0010398953690088566,-6.868635177612305,0.8314577464052147,-0.18457479774951935,4.266529100889368,0.18416063356717177,4.071548081523109,1.5442836253766972,-21.762009596379357,-5.618926716452216,-1.6352331724417375,0.565937075878362,0.0010398953690088566,-6.868635177612305,0.8314577464052147,-0.18457479774951935,5.130654184726701,0.1929904092361031,4.843375002629387,1.049415352131638,-17.987564896859112,-5.423454877731773,4.266529100889368,5.130654184726701,0.23438255695749213,0.6475494420631897,0.19490691907805277,0.9529115406676084,2.507948204956638,9.713241630947843,15.0,3.1604500387939476,10.482026947343693,11.0
Vincent van Gogh is one of the most iconic artists of all time.,Vincent van Gogh,0.9964208407152024,0.0,1.0,0.9964208407152024,-1.4450660366516483,0.5635672701518559,0.0023083543799530502,-6.071220397949219,0.5711718506415004,-0.5600651502609253,4.242132269781956,0.18371416720392744,3.4947363010640387,1.6595523902616274,-21.675990549774724,-5.59671669412179,-1.634187960969443,0.5339456791707392,0.0023083543799530502,-6.071220397949219,0.5711718506415004,-0.5600651502609253,5.125294367671539,0.19120854862074668,4.046397822187853,1.178300589278116,-17.976067570663872,-5.419988303451597,4.242132269781956,5.125294367671539,0.23573050918834262,0.6025721187641149,0.19511074452769583,0.8486798776979722,2.3337517808623347,9.038581781461723,15.0,2.814752721448883,9.335478654677694,11.0
