concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords
SpaceX has become a leading player in the private space industry.,Elon Musk,0.989090411450293,0.0,1.0,0.989090411450293,-2.1144791571229384,0.45141931994769946,0.0006060882619243904,-7.408484935760498,0.32919551777676204,-1.2319490313529968,8.2852693186122,0.1738815140655996,5.863166676982657,1.5287854742529356,-25.373749885475263,-7.32477066336469,-2.644209297373891,0.36639357887086155,0.0006060882619243904,-7.408484935760498,0.13310535703823262,-2.0732389092445374,14.072313667512256,0.15983342076090884,6.944363231254645,1.0414965753258794,-21.153674378991127,-7.478953300198377
SpaceX has numerous successful launches.,Elon Musk,0.978271864025801,0.0,1.0,0.978271864025801,-4.641449600458145,0.0973658739142997,3.782840454676317e-05,-10.182450294494629,0.026479265376232956,-3.6486928462982178,103.69455436057973,0.020416582279053738,10.172023418791252,0.8268223116446834,-27.84869760274887,-11.369183187967307,-4.87730997800827,0.11056658222620394,3.782840454676317e-05,-10.182450294494629,0.02159619839768746,-3.835237979888916,131.2770503325442,0.02345434653524861,11.872647396360978,0.7182412844174143,-24.38654989004135,-10.905996658164495
SpaceX has contracts with NASA.,Elon Musk,0.9993073428977612,0.0,1.0,0.9993073428977612,-4.3868100345134735,0.1818673851064383,6.933623933602289e-05,-9.576542854309082,0.020794502316259622,-4.022451877593994,80.3835886847893,0.058812982229833326,10.825496037151167,0.8374515032043411,-26.32086020708084,-10.745446183079073,-5.556788772344589,0.13201974820996137,6.933623933602289e-05,-9.576542854309082,0.005416379980827326,-5.995620965957642,258.98982425696886,0.049465010930745325,11.130163128531544,0.3930316248176805,-22.227155089378357,-11.113577544689178
"Musk joined Tesla, Inc.in 2004.",Elon Musk,0.9975228958983372,0.0,1.0,0.9975228958983372,-3.5188227649778128,0.3293629504699844,1.2910776646287161e-05,-11.257448196411133,0.11945424327425329,-2.2138859033584595,33.7446796528941,0.15438887916711547,14.108607375172152,1.2397993889970844,-35.18822764977813,-11.127494619781263,-3.5188227649778128,0.3293629504699844,1.2910776646287161e-05,-11.257448196411133,0.11945424327425329,-2.2138859033584595,33.7446796528941,0.15438887916711547,14.108607375172152,1.2397993889970844,-35.18822764977813,-11.127494619781263
Elon Musk is a notable entrepreneur.,Elon Musk,0.9986744457242164,0.0,1.0,0.9986744457242164,-2.219383051086749,0.3990255004711467,0.0002872287917956405,-8.155231475830078,0.5004265925541603,-0.6922943592071533,9.201652165024885,0.11501882109454842,7.066797130382551,1.3504974559333187,-15.535681357607245,-5.871935617167298,-2.8816405098885296,0.32980182522603635,0.0002872287917956405,-8.155231475830078,0.11989092534987626,-2.1211729049682617,17.843521655567702,0.14288176802091682,8.354244341882204,0.7175251491523656,-14.408202549442649,-6.443544066827907
Elon Musk is involved in the electric vehicle industry.,Elon Musk,0.9988441368250384,0.0,1.0,0.9988441368250384,-2.198857597820461,0.40360182627731883,0.001104776064283187,-6.808112621307373,0.23185186313158648,-1.4631661772727966,9.0147091912947,0.14427087933107993,5.962720190364939,1.6509432398891954,-21.988575978204608,-6.953398259479149,-2.8550071362406015,0.31576532294049525,0.001104776064283187,-6.808112621307373,0.11989106827108179,-2.121171712875366,17.374561196262896,0.13937419783009972,6.914526966050937,1.0037293364756266,-19.98504995368421,-7.5536388738073335
Elon Musk has contributed to the rise of a major electric vehicle manufacturer.,Elon Musk,0.9983060213042988,0.0,1.0,0.9983060213042988,-2.621270718984306,0.3359277788934024,0.0004799752178377363,-7.641776084899902,0.11147485913396377,-2.196814179420471,13.753188924219522,0.13436330924129242,6.159938314010368,2.1194550163883736,-36.69779006578028,-9.807896948421869,-3.000447037112382,0.2405511859260178,0.0004799752178377363,-7.641776084899902,0.0760451757038811,-2.576427698135376,20.09451791088229,0.10187815802579946,5.585310294160629,1.3913736107441514,-27.004023334011436,-9.001341111337146
The electric vehicle manufacturer Elon Musk is associated with is a leader in its field.,Elon Musk,0.992488676454232,0.0,1.0,0.992488676454232,-2.9242336971801706,0.24723610468884416,0.000570050179303424,-7.469786167144775,0.041523645298529845,-3.268217921257019,18.61995205972958,0.13742798176486615,4.0101473310298825,1.7871332556369144,-46.78773915488273,-11.696934788720682,-3.4133310632780196,0.15866513340875207,0.000570050179303424,-7.469786167144775,0.0236475854520357,-3.7460216283798218,30.366227801060568,0.08608774593940326,3.8062806904771804,1.1294081541917602,-34.133310632780194,-10.793900568162861
The electric vehicle manufacturer is highly successful globally.,Elon Musk,0.9960456760112552,0.0,1.0,0.9960456760112552,-3.9601208898756237,0.041528996952136084,0.0017235700238873864,-6.3633575439453125,0.02234156383711397,-3.8013064861297607,52.46366789203921,0.0019673809348721137,2.075731860157165,0.9917555203796767,-35.641088008880615,-11.880362669626871,-4.0197665350777765,0.045929258455955316,0.0017235700238873864,-6.3633575439453125,0.02234156383711397,-3.8013064861297607,55.688103090356485,0.0024049034528702802,2.5896694763583388,0.8064869457317035,-28.138365745544434,-10.635302580355592
He has been instrumental in popularizing electric cars.,Elon Musk,0.9980988735345918,0.0,1.0,0.9980988735345918,-2.4205917037674225,0.3691076446399075,0.00014097874865487403,-8.866901397705078,0.12095183375022087,-2.175946056842804,11.25251550125744,0.15470461064646043,6.612366713797924,1.4252909607236477,-24.205917037674226,-7.654583069212635,-2.701168581843376,0.3643578685401267,0.00014097874865487403,-8.866901397705078,0.1627481442876913,-1.8155514001846313,14.897130072917735,0.13909882476433585,8.513476645863166,1.0478763912194542,-18.908180072903633,-7.146620316818593
Musk co-founded Neuralink in 2016.,Elon Musk,0.9988904068542298,0.0,1.0,0.9988904068542298,-2.5438852633276836,0.4744250715403708,9.578407159827915e-05,-9.253414154052734,0.4699964763678462,-1.2063351199030876,12.729030657061863,0.1952363560486875,9.114177173333323,0.8691133252962231,-25.438852633276838,-8.044471538252688,-2.5788500138167163,0.5151818331224464,9.578407159827915e-05,-9.253414154052734,0.8323787354340022,-0.18346773087978363,13.181970356169664,0.2003181483519601,10.114638188158313,0.6292194420911453,-23.209650124350446,-7.7365500414501485
Neuralink is a neurotechnology company.,Elon Musk,0.9979047528013256,0.0,1.0,0.9979047528013256,-2.836237046518363,0.43695267940053784,5.765327089462592e-05,-9.761063575744629,0.34828772380539263,-1.0620127022266388,17.051480733844272,0.1641536366009871,11.4645845770981,1.0084487811871141,-22.689896372146904,-8.022089794582559,-3.427645161282271,0.4665076645989196,5.765327089462592e-05,-9.761063575744629,0.42130572022166807,-2.164733536541462,30.804018778286384,0.21479255529817953,13.882189157878338,0.27880321545527037,-20.565870967693627,-8.395981664461315
Neuralink aims to integrate the human brain with computers.,Elon Musk,0.9940068782310074,0.0,1.0,0.9940068782310074,-1.838375775535083,0.6064696815572872,5.7653380859618215e-05,-9.761061668395996,0.7494633822999847,-0.28839781880378723,6.286319570508878,0.1830520382283312,8.676106461407228,0.9535324861266637,-20.222133530885912,-6.09720267112849,-2.4861602264718385,0.49510444718159796,5.7653380859618215e-05,-9.761061668395996,0.46308283054405663,-1.0108434110879898,12.015052352874186,0.20087477928524644,10.383709449207013,0.7028452298388975,-19.88928181177471,-7.031923021018079
The Boring Company is working on advanced transportation systems.,Elon Musk,0.9992603314397576,0.0,1.0,0.9992603314397576,-2.3987887152893976,0.36169885853463374,0.00039820725740256457,-7.828537940979004,0.10455441967163209,-2.258047580718994,11.009832259026254,0.16864684283877068,5.248323456437388,1.389426630078351,-26.386675868183374,-7.955882119953597,-2.5541805715765804,0.3506321610879445,0.00039820725740256457,-7.828537940979004,0.0913805890607105,-2.403223395347595,12.860756868856692,0.16514806098628382,6.011698445780931,0.9963986555250843,-20.433444572612643,-7.224313610146927
The Boring Company is developing high-speed tunnels.,Elon Musk,0.9853466271286264,0.0066392119816425,1.0,0.9853466271286264,-2.6259755785577,0.3285262605559497,0.008788643596069444,-4.734294891357422,0.04874201617930531,-3.332167387008667,13.818048204054055,0.18809814788854448,3.7329023170255544,0.8274984557851162,-26.259755785577,-8.30406390822075,-2.541092745377682,0.38620659910227306,0.008788643596069444,-4.734294891357422,0.04874201617930531,-3.332167387008667,12.69353419578578,0.21676007469043324,4.2358003642896795,0.45620822583221976,-20.328741963021457,-7.187295647521999
Elon Musk has received numerous awards.,Elon Musk,0.999309248778543,0.0,1.0,0.999309248778543,-2.860201378752078,0.2973874533476613,0.0016492730973107993,-6.407420635223389,0.10305869012772889,-2.272456645965576,17.465043671169784,0.15356359745005205,5.279223667730646,0.8025112112903949,-20.02140965126455,-7.567381547742061,-2.9581588342164955,0.3297755805509833,0.0016492730973107993,-6.407420635223389,0.0778222462885789,-2.7261390686035156,19.26247367916514,0.17181459487222406,6.091924637451645,0.5683148059851304,-17.748953005298972,-7.24597972193675
Elon Musk has received recognition for his innovative work.,Elon Musk,0.9980523161027136,0.0,1.0,0.9980523161027136,-2.3573559990152715,0.35108533172372647,0.002629414022644571,-5.9409942626953125,0.13517949978154015,-2.007588505744934,10.562985953059904,0.14786627701853527,4.5794397503857365,1.4728340295042217,-23.573559990152717,-7.454614212749905,-2.626979826716706,0.3319975831148663,0.002629414022644571,-5.9409942626953125,0.13517949978154015,-2.007588505744934,13.831931923707158,0.15670595473034835,5.114007361409056,1.0241699889013463,-21.01583861373365,-7.430220998046577
"In 2007, Elon Musk was named one of the 100 most influential people in the world by Time magazine.",Elon Musk,0.0,0.9928435690822668,0.0,0.9928435690822668,-1.3687010765521943,0.5924865002188708,0.0016951065967585003,-6.380009651184082,0.8278795310542764,-0.1895255371928215,3.930242294605862,0.16574384929940558,3.8515566804393058,2.88203458611886,-32.84882583725266,-6.705238495901787,-1.4244765608523533,0.5510287000105637,0.0028504018469381314,-5.860295295715332,0.5853292589446691,-0.5355807542800903,4.155682026694091,0.16249944849999937,3.4358380522018166,2.321703046598307,-24.216101534490008,-5.873267321610836
"In 2013, Elon Musk was awarded the Heinlein Prize for Advances in Space Commercialization.",Elon Musk,0.0,0.9761228622879056,0.0,0.9761228622879056,-1.2667219295122778,0.6135687632173068,0.0016951065967585003,-6.380009651184082,0.9019415326653968,-0.10322314873337746,3.5491989477803036,0.182227657461861,3.2466818620160205,1.955397492571718,-25.334438590245554,-5.6649526859582995,-1.1452715036730903,0.6134131847551834,0.009878058743101405,-4.617439270019531,0.8965952567625303,-0.10915073752403259,3.143294657041847,0.1821121644571926,2.2617721566826083,1.5077745263330746,-17.179072555096354,-4.435617460611805
" In 2017, Elon Musk was awarded the Solar Energy Industries Association's (SEIA) Solar Visionary Award.",Elon Musk,0.0,0.9890544977349344,0.0,0.9890544977349344,-1.3625004673481453,0.5778853822776469,0.0022934659778793584,-6.077691078186035,0.8157355942499326,-0.20366500318050385,3.9059477962434843,0.16223957235317255,3.5277188939965636,3.210572039136657,-34.06251168370363,-6.812502336740726,-1.1836369756135603,0.6091140901230957,0.0022934659778793584,-6.077691078186035,0.8204233684111328,-0.19795109331607819,3.2662318323869846,0.15368318111891613,2.962624069024089,2.8579384987895335,-26.040013463498326,-5.551749524327583
" In 2018, Elon Musk was awarded the National Academy of Engineering's (NAE) Draper Prize for Engineering.",Elon Musk,0.0,0.9957068344964056,0.0,0.9957068344964056,-1.4761612190005298,0.5498620933995367,0.0022934659778793584,-6.077691078186035,0.7328844011294133,-0.322471521794796,4.3761144508792595,0.17003375530500062,3.627577916949169,3.312690985732627,-38.380191694013774,-7.526974860892614,-1.4502805932147784,0.5401586811208146,0.0022934659778793584,-6.077691078186035,0.6214074099333609,-0.4757683575153351,4.264310884014238,0.16764241394755772,3.2904545815284374,2.810881836205774,-30.455892457510345,-6.646020597332181
Elon Musk is known for his demanding work ethic.,Elon Musk,0.9989979396980746,0.0,1.0,0.9989979396980746,-2.1553495263680817,0.4884993796743239,2.6166860674585112e-05,-10.551016807556152,0.6611989755682883,-0.4147675633430481,8.63090638117761,0.14246076115018402,9.784891678665343,1.5427654215610933,-21.553495263680816,-6.815813657088281,-2.6295149873476475,0.413645658366696,2.6166860674585112e-05,-10.551016807556152,0.40580972114914876,-1.244866818189621,13.867042579741659,0.14387908050975584,11.09672031842736,1.1987346383525497,-21.03611989878118,-7.437391515140721
Elon Musk often works long hours.,Elon Musk,0.9929138396753886,0.0,1.0,0.9929138396753886,-3.297598373078342,0.31117235425171474,7.960150834988455e-05,-9.438477516174316,0.02809409107523515,-3.5721960067749023,27.047602604852067,0.18890032317502695,8.830638757818361,0.5137229132171426,-23.083188611548394,-8.724625218936485,-3.297598373078342,0.31117235425171474,7.960150834988455e-05,-9.438477516174316,0.02809409107523515,-3.5721960067749023,27.047602604852067,0.18890032317502695,8.830638757818361,0.5137229132171426,-23.083188611548394,-8.724625218936485
Elon Musk is also known for his active presence on social media.,Elon Musk,0.9998759688125038,0.0,1.0,0.9998759688125038,-1.7442825727899058,0.4877982760309666,0.0007772777619868216,-7.159712791442871,0.5448021773026461,-0.6073325276374817,5.721795031114095,0.1392299581239777,5.135829634873762,2.2188285363813174,-22.675673446268775,-6.2891002550922535,-2.1538493877858853,0.42324616483956,0.0007772777619868216,-7.159712791442871,0.2563411684287913,-1.4161171317100525,8.617968532225367,0.1546058093558889,5.934180337500603,1.532940335624988,-21.538493877858855,-6.8110698023626455
